ID,CPUmodel,GPUmodel,TotCred,RAC
309,AMD RYZEN 9 5900X 12-CORE PROCESSOR [FAMILY 25 MODEL 33 STEPPING 2],NONE,382196.025853,842.555634
311,INTEL(R) CORE(TM) I5-4460  CPU @ 3.20GHZ [FAMILY 6 MODEL 60 STEPPING 3],NONE,818400.911175,364.217114
312,AMD RYZEN 9 7900X 12-CORE PROCESSOR [FAMILY 25 MODEL 97 STEPPING 2],NONE,513830.864963,1575.296721
374,CELERON(R) DUAL-CORE CPU T3500 @ 2.10GHZ [FAMILY 6 MODEL 23 STEPPING 10],NONE,45493.01441,105.198189
728,INTEL(R) CORE(TM)2 QUAD CPU Q9400 @ 2.66GHZ [FAMILY 6 MODEL 23 STEPPING 10],[CUDA|NVIDIA GEFORCE GTX 1050 TI|1|4095MB|52849|300],2.570005303243e6,16.130805
846,INTEL(R) CELERON(R) CPU 2.53GHZ [FAMILY 15 MODEL 4 STEPPING 1],NONE,40095.323959,19.267934
885,AMD OPTERON(TM) PROCESSOR 146 [FAMILY 15 MODEL 39 STEPPING 1],NONE,172330.039799,8.882036
1719,INTEL(R) CORE(TM) I5-2400 CPU @ 3.10GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CUDA|GEFORCE GTX 1050 TI|1|4095MB|39836|102],1.315190044641e6,203.542991
2160,AMD RYZEN 7 5700X 8-CORE PROCESSOR [FAMILY 25 MODEL 33 STEPPING 2],[CAL|AMD RADEON RX 6600|2|8176MB||200],3.577992853937e6,1970.027645
2217,AMD PHENOM(TM) II X6 1055T PROCESSOR [FAMILY 16 MODEL 10 STEPPING 0],[CUDA|NVIDIA GEFORCE GTX 1060 6GB|1|4095MB|52647|300],3.663476353056e6,528.336703
2860,INTEL(R) PENTIUM(R) 4 CPU 3.40GHZ [FAMILY 15 MODEL 4 STEPPING 3],NONE,176843.380416,1.299577
3023,APPLE M1 MAX,[OPENCL_GPU|APPLE M1 MAX|1|21845MB|102],3.98725378101e6,499.609647
3186,AMD PHENOM(TM) II X4 965 PROCESSOR [FAMILY 16 MODEL 4 STEPPING 3],[CAL|ATI RADEON HD 5800/5900 SERIES (CYPRESS/HEMLOCK)|1|1024MB|1.4.1848|102],480361.424275,15.437443
3446,INTEL(R) CORE(TM) I7-9700K CPU @ 3.60GHZ [FAMILY 6 MODEL 158 STEPPING 13],[CUDA|NVIDIA GEFORCE GTX 1060 6GB|1|6143MB|52698|300][CAL|AMD RADEON HD 6790/6850/6870 SERIES (BARTS)|1|1024MB|1.4.1848|102],4.012721920607e6,1452.845763
4191,AMD PHENOM(TM) II X6 1090T PROCESSOR [FAMILY 16 MODEL 10 STEPPING 0],[CUDA|NVIDIA GEFORCE RTX 2070|1|8191MB|51694|300],2.009972863333e6,840.98895
4692,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|NVIDIA GEFORCE GTX 1070 TI|2|8191MB|51123|300],2.873667636292e6,254.84704
4775,AMD RYZEN 7 2700X EIGHT-CORE PROCESSOR [FAMILY 23 MODEL 8 STEPPING 2],[CUDA|NVIDIA GEFORCE GTX 1660|1|6144MB|47411|300],3.367239822691e6,33.961634
4889,INTEL(R) CORE(TM) I7-4790 CPU @ 3.60GHZ [FAMILY 6 MODEL 60 STEPPING 3],[CUDA|NVIDIA GEFORCE GTX 750 TI|1|2047MB|51694|300],2.653148675101e6,388.341746
4906,AMD RYZEN 7 1700 EIGHT-CORE PROCESSOR [FAMILY 23 MODEL 1 STEPPING 1],[CAL|AMD RADEON(TM) RX 6400|1|4080MB||200],1.68770138431e6,4.855999
6196,INTEL(R) CORE(TM) I7-2600 CPU @ 3.40GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CUDA|GEFORCE GT 530|1|2048MB|39135|101],1.930205060985e6,136.319243
6477,INTEL(R) CORE(TM) I5-2310 CPU @ 2.90GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CUDA|GEFORCE GT 530|1|2048MB|39125|101],2.684367708374e6,119.094215
6556,INTEL(R) PENTIUM(R) CPU P6200 @ 2.13GHZ [FAMILY 6 MODEL 37 STEPPING 5],NONE,1.033146243804e6,21.897971
6768,INTEL(R) PENTIUM(R) CPU G2020 @ 2.90GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS|1|1400MB||102],7.224477411315e6,32.888591
7385,INTEL(R) CORE(TM) I7-6700K CPU @ 4.00GHZ [X86 FAMILY 6 MODEL 94 STEPPING 3],[CAL|AMD RADEON R9 M395X COMPUTE ENGINE|1|4096MB||102],1.142129007788e6,52.77229
7486,INTEL(R) CORE(TM) I3 CPU 540 @ 3.07GHZ [FAMILY 6 MODEL 37 STEPPING 5],NONE,513720.049721,60.713531
8317,INTEL(R) CORE(TM) I7-8700K CPU @ 3.70GHZ [FAMILY 6 MODEL 158 STEPPING 10],[CUDA|NVIDIA GEFORCE GTX 750 TI|2|2048MB|47196|300][INTEL|INTEL(R) UHD GRAPHICS 630|1|13043MB||300],4.2435568876e6,10085.723551
8831,AMD RYZEN 9 5950X 16-CORE PROCESSOR [FAMILY 25 MODEL 33 STEPPING 2],[CUDA|NVIDIA GEFORCE RTX 4090|1|24563MB|53141|300],4.723004110189e6,13501.738983
9304,INTEL(R) CORE(TM) I7-6700 CPU @ 3.40GHZ [FAMILY 6 MODEL 94 STEPPING 3],NONE,442909.11329,36.739686
9384,INTEL(R) CORE(TM) I7-2600K CPU @ 3.40GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CAL|AMD RADEON HD 6800 SERIES|2|1024MB||102],4.663663458698e6,125.740728
10787,INTEL(R) CORE(TM) I5-3470 CPU @ 3.20GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS 2500|1|1400MB||102],1.905483633798e6,39.16356
11400,INTEL(R) CORE(TM) I3-2120 CPU @ 3.30GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,2.148098677347e6,323.841044
11743,AMD ATHLON(TM) II X3 445 PROCESSOR [FAMILY 16 MODEL 5 STEPPING 3],[CAL|ATI RADEON HD 5400/R5 210 SERIES (CEDAR)|1|1024MB|1.4.1848|102],2.476292789904e6,29.41982
12168,APPLE M2,[OPENCL_GPU|APPLE M2|1|5461MB|102],117625.895665,128.965042
12329,AMD RYZEN 9 5900X 12-CORE PROCESSOR [FAMILY 25 MODEL 33 STEPPING 0],[CUDA|NVIDIA GEFORCE RTX 3080|1|10239MB|53129|300],1.955042206259e6,115.708994
12896,INTEL(R) CORE(TM) I5-3335S CPU @ 2.70GHZ [X86 FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GT 640M|1|512MB|0|102],3.674995957784e6,958.936627
14289,INTEL(R) CORE(TM) I7-3520M CPU @ 2.90GHZ [X86 FAMILY 6 MODEL 58 STEPPING 9],[INTEL|HD GRAPHICS 4000|1|1536MB||102],584785.279322,39.696786
16345,INTEL(R) CORE(TM) I3-8100 CPU @ 3.60GHZ [FAMILY 6 MODEL 158 STEPPING 11],[INTEL|INTEL(R) UHD GRAPHICS 630|1|3221MB||300],8.59168583291e6,148.278922
16633,INTEL(R) CORE(TM)2 QUAD CPU Q9650 @ 3.00GHZ [FAMILY 6 MODEL 23 STEPPING 10],[CUDA|NVIDIA GEFORCE GTX 1050 TI|1|4095MB|51694|300],662799.059211,16.294145
17334,INTEL(R) CORE(TM) I7 CPU 880 @ 3.07GHZ [FAMILY 6 MODEL 30 STEPPING 5],[CUDA|NVIDIA GEFORCE GTX 750 TI|1|2047MB|51694|300],1.5311782190914e7,1351.902673
18034,AMD RYZEN 5 2400G WITH RADEON VEGA GRAPHICS [FAMILY 23 MODEL 17 STEPPING 0],[CAL|AMD RADEON(TM) RX VEGA 11 GRAPHICS|1|7205MB||200],2.5092802468682e7,542.613032
19083,PENTIUM(R) DUAL-CORE CPU E5700 @ 3.00GHZ [FAMILY 6 MODEL 23 STEPPING 10],NONE,1.2286056498125e7,118.720385
19479,11TH GEN INTEL(R) CORE(TM) I7-11850H @ 2.50GHZ [FAMILY 6 MODEL 141 STEPPING 1],[CUDA|NVIDIA T1200 LAPTOP GPU|1|4095MB|51766|300][INTEL|INTEL(R) UHD GRAPHICS|1|12781MB||300],1.838207256108e6,190.588007
20338,INTEL(R) CORE(TM) I3-2100 CPU @ 3.10GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,6.440655058735e6,202.609842
20757,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GT 710|1|1024MB|38813|102][INTEL|INTEL(R) HD GRAPHICS 4000|1|1624MB||102],3.489882452006e6,2725.587226
20879,AMD RYZEN 7 5700X 8-CORE PROCESSOR [FAMILY 25 MODEL 33 STEPPING 2],[CAL|AMD RADEON RX 6700 XT|1|12272MB||200],1.37865610708e6,2777.649105
20978,INTEL(R) XEON(R) CPU E3-1230 V2 @ 3.30GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|NVIDIA GEFORCE RTX 3070|1|8192MB|47212|300],2.108878993053e6,1468.764585
21161,AMD RYZEN 9 3950X 16-CORE PROCESSOR [FAMILY 23 MODEL 113 STEPPING 0],[CAL|AMD RADEON VII|1|16368MB||200],1.9210520896321e7,11747.589278
21760,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS 4000|1|1400MB||102],7.5933455804164e7,2795.849453
21880,INTEL(R) CORE(TM) I5-3230M CPU @ 2.60GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GT 650M|1|2048MB|42531|102][INTEL|INTEL(R) HD GRAPHICS 4000|1|1624MB||102],2.472306050062e6,512.654035
22017,AMD FX(TM)-6300 SIX-CORE PROCESSOR              [FAMILY 21 MODEL 2 STEPPING 0],[CAL|TAHITI|1|3072MB||102],731643.345897,47.592899
22093,APPLE M1 PRO,[OPENCL_GPU|APPLE M1 PRO|1|10922MB|102],863881.657006,62.735683
22877,AMD PHENOM(TM) II X6 1100T PROCESSOR [FAMILY 16 MODEL 10 STEPPING 0],[CAL|AMD RADEON(TM) RX 560 SERIES|1|4096MB||200],2.832439268798e6,247.353892
22892,INTEL(R) PENTIUM(R) 4 CPU 3.06GHZ [FAMILY 15 MODEL 2 STEPPING 7],NONE,327075.552586,1.045808
23093,INTEL(R) CORE(TM) I7-2600 CPU @ 3.40GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CUDA|NVIDIA GEFORCE GTX 1650|1|4095MB|53161|300],3.629846122494e6,481.88215
24961,AMD A8-4500M APU WITH RADEON(TM) HD GRAPHICS    [FAMILY 21 MODEL 16 STEPPING 1],[CAL|AMD RADEON HD 7640G|2|2047MB||102],6.269278009115e6,530.769957
25272,INTEL(R) CORE(TM)2 DUO CPU E8400 @ 3.00GHZ [FAMILY 6 MODEL 23 STEPPING 10],NONE,1.088242748943e6,45.591545
25274,INTEL(R) ATOM(TM) CPU Z530 @ 1.60GHZ [FAMILY 6 MODEL 28 STEPPING 2],NONE,79232.512846,9.798331
25664,INTEL(R) CORE(TM) I9-9900K CPU @ 3.60GHZ [FAMILY 6 MODEL 158 STEPPING 13],[CUDA|NVIDIA GEFORCE GTX 1080 TI|1|4095MB|52824|300],2.5807390042751e7,1579.360854
25730,AMD RYZEN 5 5600G WITH RADEON GRAPHICS [FAMILY 25 MODEL 80 STEPPING 0],"[CAL|AMD RADEON GRAPHICS (RENOIR, LLVM 15.0.7, DRM 3.49, 6.2.7-ARCH1-1)|1|15722MB||101]",33399.11042,8.389734
25882,INTEL(R) CORE(TM) I7-2600K CPU @ 3.40GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CUDA|NVIDIA GEFORCE GTX 1660 SUPER|1|4095MB|49649|300],1.2081494879176e7,251.613029
26048,AMD RYZEN 5 2600 SIX-CORE PROCESSOR [FAMILY 23 MODEL 8 STEPPING 2],[CUDA|NVIDIA GEFORCE RTX 2070|1|8191MB|53141|300],4.774262073079e6,4.950437
26061,AMD RYZEN 7 2700 EIGHT-CORE PROCESSOR [FAMILY 23 MODEL 8 STEPPING 2],[CUDA|NVIDIA GEFORCE GTX 1070|1|8191MB|53141|300],4.425753997778e6,369.92906
26083,INTEL(R) CORE(TM) I5 CPU 650 @ 3.20GHZ [FAMILY 6 MODEL 37 STEPPING 5],[CUDA|GEFORCE GTS 240|1|1024MB|34201|100],290192.984395,27.79273
26295,INTEL(R) CORE(TM) I7-2600K CPU @ 3.40GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CUDA|GEFORCE GTX 660 TI|1|2048MB|45167|102],664226.908034,6.961666
26496,INTEL(R) CORE(TM)2 QUAD CPU Q6600 @ 2.40GHZ [FAMILY 6 MODEL 15 STEPPING 11],NONE,507940.790947,96.017818
26991,AMD RYZEN 5 3600X 6-CORE PROCESSOR [FAMILY 23 MODEL 113 STEPPING 0],[CUDA|NVIDIA GEFORCE GTX 980 TI|1|6143MB|51694|300],2.146366665576e6,2250.719795
30694,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|NVIDIA GEFORCE GTX 1060 3GB|1|3071MB|52849|300],6.43466444421e6,286.109975
31025,INTEL(R) CORE(TM) I7-3630QM CPU @ 2.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GTX 660M|1|2048MB|42531|102],3.388127491539e6,825.267708
31109,INTEL(R) CORE(TM) I7 CPU 870 @ 2.93GHZ [FAMILY 6 MODEL 30 STEPPING 5],[CUDA|GEFORCE GT 440|1|3071MB|31422|101],2.022077560542e6,128.673011
32587,AMD RYZEN 5 2600 SIX-CORE PROCESSOR [FAMILY 23 MODEL 8 STEPPING 2],[CUDA|NVIDIA GEFORCE GTX 1050 TI|1|4095MB|53129|300],1.843011699115e6,87.924513
33958,INTEL(R) CORE(TM) I7-7820X CPU @ 3.60GHZ [FAMILY 6 MODEL 85 STEPPING 4],[CAL|AMD RADEON RX 6400|1|4080MB||200],2.889641883269e6,378.718305
34799,INTEL(R) XEON(R) CPU E3-1225 V2 @ 3.20GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GT 720|1|2048MB|45671|102],5.213003456426e6,85.86378
36344,INTEL(R) CORE(TM) I5-3470 CPU @ 3.20GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|NVIDIA GEFORCE GTX 650 TI|1|1024MB|46677|300],3.625175355575e6,22.054574
36458,INTEL(R) CORE(TM)2 DUO CPU P8700 @ 2.53GHZ [X86 FAMILY 6 MODEL 23 STEPPING 10],NONE,2.15958605746e6,84.643989
37819,INTEL(R) CORE(TM) I7 CPU 920 @ 2.67GHZ [FAMILY 6 MODEL 26 STEPPING 5],[CUDA|GEFORCE GT 730|1|1024MB|45671|102],312295.546331,592.141236
39310,INTEL(R) CORE(TM) I7-3770K CPU @ 3.50GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GTX 1060 6GB|1|4095MB|39811|102],1.176275537024e6,488.685687
39609,ARMV7 PROCESSOR REV 4 (V7L),NONE,295547.528827,9.93785
40108,INTEL(R) XEON(R) CPU E3-1225 V2 @ 3.20GHZ [FAMILY 6 MODEL 58 STEPPING 9],NONE,5.303630987477e6,454.011662
41284,INTEL(R) CORE(TM) I7-3770K CPU @ 3.50GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS 4000|1|1496MB||101],1.028407157227e6,8.917537
41688,INTEL(R) CORE(TM) I7-6700K CPU @ 4.00GHZ [X86 FAMILY 6 MODEL 94 STEPPING 3],[CAL|AMD RADEON R9 M395 COMPUTE ENGINE|1|2048MB||102],1.3735152031584e7,1388.946671
42084,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [X86 FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GTX 680MX|1|2048MB|0|102],1.259490872347e7,808.44294
43535,INTEL(R) CORE(TM) I3-3220 CPU @ 3.30GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS 2500|1|1400MB||102],2.871503377788e6,32.509255
44537,AMD A6-3620 APU WITH RADEON(TM) HD GRAPHICS [FAMILY 18 MODEL 1 STEPPING 0],[CAL|AMD RADEON HD 6520G/6530D/6550D/6620G (SUPERSUMO)|1|512MB|1.4.1848|102],7.278893108094e6,351.86484
44980,APPLE M1,[OPENCL_GPU|APPLE M1|1|10922MB|102],1.05260816471e6,84.031576
45888,AMD RYZEN 5 5600X 6-CORE PROCESSOR [FAMILY 25 MODEL 33 STEPPING 0],[CAL|AMD RADEON RX 6750 XT|1|12272MB||200],2.521555562886e6,194.927601
46025,INTEL(R) CORE(TM) I7-3770K CPU @ 3.50GHZ [FAMILY 6 MODEL 58 STEPPING 9],NONE,9.306612121764e6,184.249688
46748,INTEL(R) CORE(TM) I3 CPU 540 @ 3.07GHZ [FAMILY 6 MODEL 37 STEPPING 2],NONE,4.779087051569e6,250.606863
47310,INTEL(R) CORE(TM) I3-3220 CPU @ 3.30GHZ [FAMILY 6 MODEL 58 STEPPING 9],NONE,2.315805948344e6,522.098292
47430,INTEL(R) XEON(R) CPU W3690 @ 3.47GHZ [FAMILY 6 MODEL 44 STEPPING 2],[CUDA|QUADRO M2000|1|4095MB|52849|300],373.838056,11.341248
48683,INTEL(R) CORE(TM) I5-2500K CPU @ 3.30GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CAL|RADEON RX 580 SERIES|1|8192MB||200],3.2870691885124e7,1494.730117
51152,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],NONE,3.707603423014e6,394.519458
52482,AMD A8-3800 APU WITH RADEON(TM) HD GRAPHICS [FAMILY 18 MODEL 1 STEPPING 0],[CAL|AMD RADEON HD 6520G/6530D/6550D/6620G (SUPERSUMO)|1|512MB|1.4.1848|102],2.380460988726e6,7.706656
52862,INTEL(R) PENTIUM(R) CPU G630 @ 2.70GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,802863.951964,21.603525
53064,INTEL(R) CORE(TM) I9-10900K CPU @ 3.70GHZ [FAMILY 6 MODEL 165 STEPPING 5],[CUDA|NVIDIA GEFORCE GTX 1070|1|4095MB|53141|300],1.1531379349464e7,1355.584151
54940,INTEL(R) CORE(TM) I7-4770K CPU @ 3.50GHZ [FAMILY 6 MODEL 60 STEPPING 3],[CUDA|NVIDIA GEFORCE GTX 1080|1|8192MB|47411|300],4.035554832645e6,26.183729
55011,INTEL(R) CORE(TM) I5-9600K CPU @ 3.70GHZ [FAMILY 6 MODEL 158 STEPPING 12],[CUDA|NVIDIA GEFORCE GTX 1660 SUPER|1|4095MB|51694|300],2.391685000233e7,5570.485726
55431,INTEL(R) XEON(R) CPU X5690 @ 3.47GHZ [X86 FAMILY 6 MODEL 44 STEPPING 2],[CAL|AMD RADEON RX 480 COMPUTE ENGINE|1|8192MB||102],5.596058406977e6,8843.000415
55432,INTEL(R) XEON(R) CPU X5650 @ 2.67GHZ [X86 FAMILY 6 MODEL 44 STEPPING 2],[CAL|AMD RADEON RX 580 COMPUTE ENGINE|1|8192MB||102],1.1543630687261e7,5.038537
56630,AMD PHENOM(TM) II X6 1045T PROCESSOR [FAMILY 16 MODEL 10 STEPPING 0],[CAL|ATI RADEON HD 5700/6750/6770 SERIES (JUNIPER)|1|1024MB|1.4.1848|102],2.261002285123e6,83.925942
57193,AMD A10-5700 APU WITH RADEON(TM) HD GRAPHICS [FAMILY 21 MODEL 16 STEPPING 1],[CAL|AMD RADEON HD 6350/6450/7450/7470/R5 230 SERIES (CAICOS)|1|2048MB|1.4.1848|102],870644.345571,240.182866
57482,AMD ATHLON(TM) II X3 450 PROCESSOR [FAMILY 16 MODEL 5 STEPPING 3],[CAL|ATI RADEON HD 5500/5600 SERIES (REDWOOD)|1|1024MB|1.4.1848|102],893919.218426,36.476869
57941,INTEL(R) CORE(TM) I7-2600 CPU @ 3.40GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,1.667375734354e6,167.496869
58226,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|GEFORCE GT 640|1|4096MB|43107|102],1.542288029173e6,200.771502
58376,AMD RYZEN 7 2700X EIGHT-CORE PROCESSOR [FAMILY 23 MODEL 8 STEPPING 2],[CAL|AMD RADEON RX 6700 XT|1|12272MB||200],1.282657102541e6,82.816152
58882,INTEL(R) CORE(TM) I7 CPU 870 @ 2.93GHZ [FAMILY 6 MODEL 30 STEPPING 5],[CUDA|GEFORCE GTX 1060 6GB|1|4095MB|46109|102],9.849094975765e6,635.828605
59450,"INTEL XEON PROCESSOR (SKYLAKE, IBRS) [FAMILY 6 MODEL 85 STEPPING 4]",NONE,1.639265335963e6,419.426531
59707,INTEL(R) CORE(TM) I3-2120 CPU @ 3.30GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,297594.482342,4.498814
61855,INTEL(R) CORE(TM)2 QUAD CPU Q8200 @ 2.33GHZ [FAMILY 6 MODEL 23 STEPPING 7],[CUDA|GEFORCE GT 710|1|1024MB|37654|102],3.972004903576e6,272.64343
62070,INTEL(R) CORE(TM) I3-2350M CPU @ 2.30GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CAL|AMD RADEON HD 6570/6670/7570/7670 SERIES (TURKS)|1|2048MB|1.4.1848|0],246967.807056,16.373793
62466,INTEL(R) CORE(TM) I5-3330 CPU @ 3.00GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS 2500|1|1400MB||102],6.095174418471e6,981.48592
62842,INTEL(R) CORE(TM) I5-3570K CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|NVIDIA GEFORCE GTX 1060 6GB|1|6143MB|53129|300],2.880284927742e6,33.612257
62959,INTEL(R) CORE(TM) I3-2330M CPU @ 2.20GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CAL|AMD RADEON HD 6570/6670/7570/7670 SERIES (TURKS)|1|1024MB|1.4.1016|0],103170.377266,22.02805
63139,AMD RYZEN 7 5800X 8-CORE PROCESSOR [FAMILY 25 MODEL 33 STEPPING 0],[CAL|AMD RADEON RX 5600 XT|1|6128MB||200],1.1190518539648e7,1564.754713
63165,AMD RYZEN 5 3600 6-CORE PROCESSOR [FAMILY 23 MODEL 113 STEPPING 0],NONE,358093.151671,606.047428
63890,INTEL(R) CELERON(R) CPU B815 @ 1.60GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,216549.313985,48.046216
63895,ARMV7 PROCESSOR REV 3 (V7L),NONE,213346.475642,31.607763
64638,INTEL(R) ATOM(TM) CPU D525 @ 1.80GHZ [FAMILY 6 MODEL 28 STEPPING 10],NONE,224759.545133,1.998004
65911,APPLE M1 PRO,[OPENCL_GPU|APPLE M1 PRO|1|21845MB|102],1.862735510894e6,533.012966
66435,AMD A6-5400K APU WITH RADEON(TM) HD GRAPHICS [FAMILY 21 MODEL 16 STEPPING 1],[CAL|AMD RADEON HD 7400/7500/8300/8400 SERIES (SCRAPPER)|1|768MB|1.4.1848|102],7.520608386433e6,879.686022
66667,12TH GEN INTEL(R) CORE(TM) I5-12600K [FAMILY 6 MODEL 151 STEPPING 2],[CUDA|NVIDIA GEFORCE RTX 3060 TI|1|8191MB|52824|300][INTEL|INTEL(R) UHD GRAPHICS 770|1|13014MB||300],45471.584419,1.45859
67221,INTEL(R) CORE(TM) I7 CPU 950 @ 3.07GHZ [FAMILY 6 MODEL 26 STEPPING 5],NONE,827681.760291,1.157457
67486,INTEL(R) CORE(TM) I7-3632QM CPU @ 2.20GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS 4000|1|1400MB||102],5.493914249606e6,492.22012
67624,INTEL(R) CORE(TM) I5-6600K CPU @ 3.50GHZ [FAMILY 6 MODEL 94 STEPPING 3],[CUDA|NVIDIA GEFORCE RTX 2060|1|6143MB|53141|300],493292.869989,87.231574
67764,INTEL(R) CORE(TM) I5-4258U CPU @ 2.40GHZ [X86 FAMILY 6 MODEL 69 STEPPING 1],[INTEL|IRIS|1|1536MB||102],2.001309978276e6,9.87677
68390,INTEL(R) CORE(TM) I5-2500K CPU @ 3.30GHZ [FAMILY 6 MODEL 42 STEPPING 7],[CUDA|NVIDIA GEFORCE GTX 1060 3GB|1|3072MB|47411|300],1.5532725616713e7,976.162159
68784,INTEL(R) CORE(TM) I7-4500U CPU @ 1.80GHZ [FAMILY 6 MODEL 69 STEPPING 1],[INTEL|INTEL(R) HD GRAPHICS 4400|1|1629MB||102],2.073616926728e6,166.958282
70492,INTEL(R) CORE(TM) I3 CPU 540 @ 3.07GHZ [FAMILY 6 MODEL 37 STEPPING 5],NONE,663367.754529,169.919829
71133,INTEL(R) CORE(TM) I3 CPU 540 @ 3.07GHZ [FAMILY 6 MODEL 37 STEPPING 5],NONE,2.7619178896408e7,1549.001047
71168,INTEL(R) CORE(TM) I5-2320 CPU @ 3.00GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,5.5284801182755e7,2882.494827
71758,INTEL(R) CORE(TM) I3-4130 CPU @ 3.40GHZ [FAMILY 6 MODEL 60 STEPPING 3],[CAL|ATI RADEON HD 5500/5600 SERIES (REDWOOD)|1|512MB|1.4.1848|102],2.879408590758e6,136.227986
73035,INTEL(R) CORE(TM) I7-3770S CPU @ 3.10GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS 4000|1|1400MB||102],115759.419544,39.222974
73079,INTEL(R) CORE(TM) I7-4770 CPU @ 3.40GHZ [FAMILY 6 MODEL 60 STEPPING 3],[CUDA|NVIDIA GEFORCE GTX 970|2|4095MB|53141|300],1.30620910755e6,58.401432
73376,INTEL(R) CORE(TM) I5-4570 CPU @ 3.20GHZ [X86 FAMILY 6 MODEL 60 STEPPING 3],[CUDA|GEFORCE GT 755M|1|1024MB|0|102],1.3135938908775e7,2435.391494
74218,INTEL(R) CORE(TM) I7-3770 CPU @ 3.40GHZ [FAMILY 6 MODEL 58 STEPPING 9],[CUDA|NVIDIA GEFORCE GTX 750 TI|1|2047MB|52737|300],5.67381154354e6,8.907924
74470,INTEL(R) CORE(TM) I5-4690K CPU @ 3.50GHZ [FAMILY 6 MODEL 60 STEPPING 3],[CAL|AMD RADEON (TM) R7 370 SERIES|1|3072MB||102],1.06468000549e6,1138.515854
74710,INTEL(R) CORE(TM) I7-4900MQ CPU @ 2.80GHZ [FAMILY 6 MODEL 60 STEPPING 3],[CUDA|GEFORCE GT 740M|1|2048MB|42531|102][INTEL|INTEL(R) HD GRAPHICS 4600|1|1624MB||102],916325.736061,136.775639
74718,AMD A8-5500B APU WITH RADEON(TM) HD GRAPHICS [FAMILY 21 MODEL 16 STEPPING 1],[CAL|AMD RADEON HD 7500/7600/8500/8600 SERIES (DEVASTATOR)|1|512MB|1.4.1741|0],1.3496790549009e7,1873.119034
75108,INTEL(R) CORE(TM) I3-2120 CPU @ 3.30GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,539149.782842,48.551797
75285,INTEL(R) CORE(TM) I5-2500K CPU @ 3.30GHZ [FAMILY 6 MODEL 42 STEPPING 7],NONE,436095.520342,155.190412
75364,INTEL(R) PENTIUM(R) CPU G2010 @ 2.80GHZ [FAMILY 6 MODEL 58 STEPPING 9],[INTEL|INTEL(R) HD GRAPHICS|1|1624MB||101],1.052235130388e6,81.12292
